EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,EducationField,Education,JobLevel,MonthlyIncome,SalaryBand,PercentSalaryHike,StockOptionLevel,BusinessTravel,DistanceFromHome,OverTime,TotalWorkingYears,NumCompaniesWorked,YearsAtCompany,TenureBand,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PromotedRecently,TrainingTimesLastYear,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,JobInvolvement,WorkLifeBalance,PerformanceRating,Attrition,PredictedAttritionRisk,RiskTier
1290,26,Male,Married,Research & Development,Healthcare Representative,Medical,4,1,2734,<3K (Low),13,0,Travel_Rarely,20,No,2,3,0,0-1 yr,0,0,0,Promoted <=1yr,5,4,3,4,3,2,3,No,0.5579,High
1291,30,Male,Married,Research & Development,Research Director,Other,3,2,4269,3K-6K,22,0,Travel_Rarely,10,No,8,0,0,0-1 yr,0,0,0,Promoted <=1yr,5,4,4,3,3,1,3,Yes,0.4446,Moderate
1292,22,Male,Married,Research & Development,Research Scientist,Technical Degree,2,1,3166,3K-6K,15,1,Travel_Frequently,21,No,0,3,0,0-1 yr,0,0,0,Promoted <=1yr,2,2,3,2,3,3,3,Yes,0.6878,High
1293,25,Male,Married,Research & Development,Manager,Other,2,1,2477,<3K (Low),21,0,Travel_Rarely,7,No,3,4,1,0-1 yr,1,1,0,Promoted <=1yr,2,4,3,3,3,3,3,No,0.5911,High
1294,39,Male,Single,Research & Development,Manufacturing Director,Medical,3,3,7082,6K-10K,13,2,Travel_Rarely,7,Yes,16,3,10,7-10 yr,1,0,7,Promoted <=1yr,2,4,4,4,1,2,3,No,0.3988,Moderate
1295,26,Male,Married,Sales,Sales Executive,Life Sciences,3,1,2471,<3K (Low),17,0,Travel_Frequently,10,No,4,1,0,0-1 yr,0,0,0,Promoted <=1yr,3,3,3,4,3,2,3,No,0.5738,High
1296,33,Male,Single,Sales,Sales Executive,Life Sciences,4,4,7971,6K-10K,18,1,Travel_Frequently,6,No,12,4,12,10+ yr,2,3,0,Not Recently Promoted,2,3,4,4,2,2,3,No,0.6432,High
1297,38,Female,Divorced,Research & Development,Manufacturing Director,Medical,3,3,7443,6K-10K,11,0,Travel_Frequently,21,No,16,0,2,2-3 yr,2,0,2,Promoted <=1yr,5,4,2,3,3,3,3,Yes,0.5151,High
1298,30,Male,Divorced,Research & Development,Laboratory Technician,Technical Degree,3,2,4921,3K-6K,16,3,Travel_Rarely,4,Yes,7,5,7,7-10 yr,7,1,3,Promoted <=1yr,3,1,3,2,1,4,3,No,0.57,High
1299,23,Female,Married,Sales,Sales Executive,Life Sciences,3,1,4045,3K-6K,12,0,Non-Travel,4,No,2,0,2,2-3 yr,0,0,0,Promoted <=1yr,2,2,2,1,3,3,3,No,0.4585,Moderate
1300,18,Female,Married,Sales,Sales Executive,Marketing,3,1,2145,<3K (Low),20,1,Travel_Frequently,21,No,0,1,0,0-1 yr,0,0,0,Promoted <=1yr,6,1,4,3,1,3,4,Yes,0.6742,High
1301,25,Male,Divorced,Research & Development,Manager,Life Sciences,4,2,4334,3K-6K,14,0,Travel_Rarely,4,No,4,5,4,4-6 yr,3,2,0,Not Recently Promoted,0,2,4,4,2,3,3,No,0.6309,High
1302,31,Female,Married,Sales,Manager,Life Sciences,1,2,3792,3K-6K,15,0,Travel_Rarely,7,Yes,8,3,8,7-10 yr,0,0,0,Promoted <=1yr,1,1,1,3,4,3,4,Yes,0.7675,Critical
1303,37,Male,Married,Research & Development,Research Director,Medical,4,4,11796,10K-15K,18,3,Travel_Rarely,13,No,14,5,3,2-3 yr,2,3,2,Not Recently Promoted,1,4,3,2,2,1,3,No,0.3191,Moderate
1304,31,Male,Married,Sales,Sales Executive,Other,3,2,5436,3K-6K,15,0,Travel_Frequently,20,No,7,1,2,2-3 yr,2,2,2,Not Recently Promoted,2,4,4,2,3,3,3,No,0.3955,Moderate
1305,29,Male,Married,Sales,Manager,Marketing,2,2,4904,3K-6K,13,0,Travel_Rarely,9,Yes,7,4,3,2-3 yr,0,0,0,Promoted <=1yr,3,1,1,3,4,3,3,No,0.7918,Critical
1306,42,Male,Single,Research & Development,Laboratory Technician,Medical,3,4,13697,10K-15K,13,3,Travel_Rarely,3,Yes,19,3,2,2-3 yr,0,0,2,Promoted <=1yr,6,2,4,3,4,3,4,Yes,0.5456,High
1307,46,Male,Married,Sales,Manager,Life Sciences,3,5,19345,15K+ (High),18,1,Travel_Frequently,2,No,26,0,2,2-3 yr,2,0,2,Promoted <=1yr,1,2,3,2,3,3,3,No,0.1208,Low
1308,37,Male,Married,Research & Development,Manager,Medical,2,3,9502,6K-10K,13,1,Travel_Rarely,4,No,17,1,4,4-6 yr,0,0,0,Promoted <=1yr,2,3,4,2,3,1,3,No,0.4323,Moderate
1309,21,Male,Single,Research & Development,Laboratory Technician,Life Sciences,4,2,5120,3K-6K,17,1,Travel_Frequently,27,No,0,4,0,0-1 yr,0,0,0,Promoted <=1yr,5,4,4,4,2,3,3,No,0.6032,High
1310,23,Male,Divorced,Research & Development,Manager,Medical,4,1,3327,3K-6K,14,0,Travel_Rarely,1,No,2,2,2,2-3 yr,2,0,2,Promoted <=1yr,1,3,1,3,3,2,3,No,0.6637,High
1311,21,Male,Single,Sales,Sales Executive,Marketing,3,1,2593,<3K (Low),18,1,Travel_Rarely,5,No,0,4,0,0-1 yr,0,0,0,Promoted <=1yr,1,2,4,3,2,3,3,Yes,0.66,High
1312,39,Female,Single,Research & Development,Research Scientist,Technical Degree,3,3,7615,6K-10K,20,1,Non-Travel,3,No,16,1,0,0-1 yr,0,0,0,Promoted <=1yr,5,2,3,4,2,2,3,Yes,0.5656,High
1313,35,Female,Married,Sales,Sales Representative,Marketing,4,3,6914,6K-10K,12,0,Travel_Rarely,12,No,11,2,4,4-6 yr,1,3,4,Not Recently Promoted,5,1,4,4,1,2,4,No,0.36,Moderate
1314,44,Male,Married,Research & Development,Manager,Medical,4,5,16648,15K+ (High),15,3,Travel_Rarely,1,No,21,2,2,2-3 yr,2,0,0,Promoted <=1yr,1,3,2,2,3,2,3,No,0.2944,Moderate
1315,34,Female,Single,Research & Development,Healthcare Representative,Other,3,2,5005,3K-6K,12,0,Travel_Frequently,1,No,10,2,1,0-1 yr,1,1,0,Promoted <=1yr,4,2,3,4,3,3,3,Yes,0.6589,High
1316,26,Female,Divorced,Research & Development,Research Scientist,Life Sciences,4,1,2923,<3K (Low),16,0,Travel_Frequently,9,No,4,1,4,4-6 yr,0,0,2,Promoted <=1yr,3,4,4,2,3,2,3,Yes,0.3809,Moderate
1317,34,Female,Single,Sales,Manager,Other,1,3,7662,6K-10K,16,1,Travel_Rarely,6,No,14,1,4,4-6 yr,3,0,4,Promoted <=1yr,3,3,2,1,3,1,3,No,0.5018,High
1318,48,Male,Married,Research & Development,Research Scientist,Medical,3,5,18411,15K+ (High),22,1,Travel_Rarely,9,No,24,7,2,2-3 yr,0,2,2,Not Recently Promoted,3,4,2,2,3,2,3,Yes,0.2776,Moderate
1319,31,Male,Single,Sales,Sales Executive,Life Sciences,1,1,3098,3K-6K,11,0,Travel_Rarely,29,Yes,5,4,1,0-1 yr,1,0,1,Promoted <=1yr,5,4,3,4,2,3,4,No,0.7627,Critical
1320,38,Female,Single,Research & Development,Healthcare Representative,Life Sciences,4,3,5413,3K-6K,11,0,Travel_Rarely,8,No,15,0,2,2-3 yr,2,0,1,Promoted <=1yr,5,4,3,4,3,3,3,No,0.3851,Moderate
1321,33,Male,Married,Sales,Manager,Other,1,3,5829,3K-6K,11,1,Non-Travel,1,No,12,4,2,2-3 yr,2,2,0,Not Recently Promoted,6,3,3,3,2,3,3,No,0.4673,Moderate
1322,40,Female,Divorced,Research & Development,Research Director,Other,4,4,9358,6K-10K,13,0,Travel_Frequently,1,No,19,2,1,0-1 yr,1,1,1,Promoted <=1yr,2,4,3,4,2,2,3,Yes,0.2934,Moderate
1323,22,Male,Married,Sales,Sales Executive,Marketing,4,1,2817,<3K (Low),18,2,Travel_Rarely,2,No,0,4,0,0-1 yr,0,0,0,Promoted <=1yr,5,3,2,3,4,3,3,No,0.5499,High
1324,21,Female,Married,Research & Development,Manufacturing Director,Technical Degree,2,1,2758,<3K (Low),12,2,Travel_Rarely,7,Yes,0,2,0,0-1 yr,0,0,0,Promoted <=1yr,2,1,3,4,2,2,3,Yes,0.7965,Critical
1325,37,Female,Married,Research & Development,Research Director,Technical Degree,3,3,6611,6K-10K,16,0,Travel_Rarely,7,No,16,7,1,0-1 yr,0,0,1,Promoted <=1yr,2,3,4,2,3,3,3,No,0.3908,Moderate
1326,39,Female,Single,Research & Development,Laboratory Technician,Medical,5,4,8134,6K-10K,20,2,Travel_Rarely,1,No,17,5,0,0-1 yr,0,0,0,Promoted <=1yr,4,1,3,4,3,2,3,Yes,0.6154,High
1327,42,Male,Married,Sales,Sales Executive,Other,2,4,10050,10K-15K,11,2,Travel_Rarely,28,No,21,2,2,2-3 yr,1,0,2,Promoted <=1yr,2,4,1,3,3,3,3,Yes,0.3031,Moderate
1328,32,Female,Married,Research & Development,Laboratory Technician,Medical,4,3,7678,6K-10K,15,1,Non-Travel,1,No,9,4,4,4-6 yr,0,4,1,Not Recently Promoted,2,2,4,4,3,3,3,Yes,0.3165,Moderate
1329,41,Female,Married,Research & Development,Manager,Technical Degree,3,4,10889,10K-15K,14,0,Travel_Rarely,4,No,19,5,2,2-3 yr,2,0,2,Promoted <=1yr,2,4,3,4,3,3,3,No,0.2742,Moderate
1330,43,Male,Married,Sales,Sales Representative,Other,1,4,15105,15K+ (High),13,1,Travel_Rarely,7,No,23,5,1,0-1 yr,1,0,0,Promoted <=1yr,0,4,4,2,4,3,3,No,0.1343,Low
1331,35,Female,Single,Sales,Sales Representative,Marketing,3,3,6381,6K-10K,15,1,Travel_Rarely,10,No,12,6,12,10+ yr,6,0,0,Promoted <=1yr,4,3,4,3,3,4,3,No,0.3726,Moderate
1332,27,Male,Married,Sales,Sales Executive,Life Sciences,3,1,2201,<3K (Low),17,0,Travel_Rarely,29,Yes,4,2,4,4-6 yr,1,0,4,Promoted <=1yr,1,3,2,1,3,2,3,Yes,0.7552,Critical
1333,28,Female,Single,Research & Development,Healthcare Representative,Other,3,1,3646,3K-6K,15,1,Travel_Rarely,2,No,2,0,0,0-1 yr,0,0,0,Promoted <=1yr,0,4,4,1,3,2,4,No,0.3844,Moderate
1334,31,Male,Married,Research & Development,Research Director,Medical,3,2,4583,3K-6K,21,0,Travel_Rarely,8,No,10,3,5,4-6 yr,5,0,2,Promoted <=1yr,2,3,3,4,4,1,4,No,0.4066,Moderate
1335,45,Male,Single,Research & Development,Research Scientist,Other,1,5,19993,15K+ (High),12,1,Travel_Rarely,13,No,24,1,0,0-1 yr,0,0,0,Promoted <=1yr,3,1,3,3,3,3,3,No,0.2963,Moderate
1336,47,Male,Divorced,Research & Development,Laboratory Technician,Life Sciences,4,5,17545,15K+ (High),11,0,Travel_Rarely,5,No,24,2,4,4-6 yr,2,3,4,Not Recently Promoted,1,2,3,4,1,2,3,No,0.1484,Low
1337,35,Male,Married,Research & Development,Healthcare Representative,Life Sciences,4,4,13412,10K-15K,21,0,Travel_Rarely,3,No,15,0,1,0-1 yr,0,1,1,Promoted <=1yr,2,3,1,2,3,3,3,No,0.3353,Moderate
1338,36,Male,Single,Research & Development,Manager,Other,2,3,6604,6K-10K,16,1,Travel_Frequently,4,No,14,2,3,2-3 yr,3,1,2,Promoted <=1yr,2,1,3,2,3,4,4,Yes,0.7156,High
1339,30,Male,Single,Research & Development,Research Director,Other,3,1,2668,<3K (Low),14,1,Travel_Rarely,9,No,4,1,1,0-1 yr,1,0,1,Promoted <=1yr,4,4,2,2,3,2,3,No,0.5427,High
1340,31,Male,Divorced,Research & Development,Manager,Life Sciences,5,2,3594,3K-6K,11,0,Travel_Rarely,3,No,9,2,1,0-1 yr,1,1,1,Promoted <=1yr,1,3,1,4,3,3,4,No,0.5702,High
1341,35,Male,Married,Human Resources,Human Resources,Human Resources,3,3,7366,6K-10K,15,1,Travel_Rarely,11,No,13,1,1,0-1 yr,1,0,0,Promoted <=1yr,6,3,2,3,3,3,3,No,0.5812,High
1342,26,Female,Single,Research & Development,Research Scientist,Technical Degree,4,1,2303,<3K (Low),18,2,Travel_Rarely,4,No,4,3,1,0-1 yr,1,1,0,Promoted <=1yr,5,4,4,2,4,3,3,No,0.4407,Moderate
1343,48,Female,Married,Human Resources,Manager,Other,3,5,15250,15K+ (High),15,0,Non-Travel,12,No,26,1,0,0-1 yr,0,0,0,Promoted <=1yr,6,4,3,1,2,2,3,No,0.26,Moderate
1344,37,Male,Married,Research & Development,Research Scientist,Other,4,4,10944,10K-15K,14,0,Travel_Rarely,4,Yes,15,1,9,7-10 yr,0,0,0,Promoted <=1yr,2,4,3,4,3,2,3,No,0.3492,Moderate
1345,38,Female,Married,Research & Development,Research Director,Medical,2,3,7951,6K-10K,12,0,Travel_Rarely,7,No,15,2,6,4-6 yr,3,4,0,Not Recently Promoted,0,3,2,3,4,4,3,No,0.2312,Low
1346,37,Male,Single,Research & Development,Manufacturing Director,Medical,2,3,7292,6K-10K,16,1,Non-Travel,3,No,15,3,14,10+ yr,0,0,0,Promoted <=1yr,2,3,1,4,2,3,4,No,0.4707,Moderate
1347,24,Male,Single,Human Resources,Human Resources,Other,4,1,2450,<3K (Low),15,1,Travel_Rarely,8,No,0,5,0,0-1 yr,0,0,0,Promoted <=1yr,1,3,4,3,3,3,3,Yes,0.6813,High
1348,30,Female,Married,Research & Development,Manufacturing Director,Technical Degree,3,2,5497,3K-6K,11,1,Travel_Frequently,1,No,8,1,8,7-10 yr,4,0,0,Promoted <=1yr,0,4,1,3,2,2,3,No,0.3426,Moderate
1349,30,Female,Single,Research & Development,Manager,Medical,2,2,4995,3K-6K,17,0,Travel_Rarely,17,No,10,1,10,7-10 yr,3,2,1,Not Recently Promoted,2,2,2,2,4,4,3,Yes,0.6763,High
1350,22,Male,Single,Research & Development,Manager,Medical,3,1,2987,<3K (Low),11,0,Travel_Rarely,2,Yes,1,4,0,0-1 yr,0,0,0,Promoted <=1yr,0,2,3,2,3,2,3,No,0.9121,Critical
1351,50,Male,Married,Research & Development,Research Director,Other,4,5,19139,15K+ (High),16,2,Non-Travel,11,No,25,2,7,7-10 yr,2,7,0,Not Recently Promoted,4,4,4,1,3,2,3,No,0.2153,Low
1352,38,Male,Single,Sales,Manager,Life Sciences,2,3,6851,6K-10K,11,0,Non-Travel,17,No,16,3,3,2-3 yr,2,0,0,Promoted <=1yr,2,3,3,3,3,2,3,Yes,0.4572,Moderate
1353,31,Male,Married,Research & Development,Research Director,Medical,2,2,5312,3K-6K,12,1,Travel_Rarely,4,No,10,3,3,2-3 yr,1,3,3,Not Recently Promoted,5,3,4,3,1,3,3,Yes,0.2868,Moderate
1354,42,Male,Divorced,Sales,Sales Representative,Life Sciences,3,4,12482,10K-15K,15,1,Non-Travel,1,Yes,20,5,16,10+ yr,0,0,4,Promoted <=1yr,1,3,4,2,3,4,3,No,0.2563,Moderate
1355,26,Female,Single,Research & Development,Healthcare Representative,Other,4,1,3103,3K-6K,18,2,Travel_Rarely,29,No,4,3,4,4-6 yr,3,0,4,Promoted <=1yr,2,4,4,4,1,3,3,No,0.403,Moderate
1356,38,Male,Married,Human Resources,Human Resources,Other,4,4,14808,10K-15K,18,2,Travel_Rarely,1,No,15,2,2,2-3 yr,0,0,0,Promoted <=1yr,2,1,2,2,1,3,3,No,0.3467,Moderate
1357,44,Female,Divorced,Sales,Sales Executive,Life Sciences,4,4,12832,10K-15K,16,0,Non-Travel,8,Yes,22,2,4,4-6 yr,2,4,1,Not Recently Promoted,3,1,3,4,4,2,3,No,0.7864,Critical
1358,31,Male,Divorced,Sales,Sales Representative,Other,1,2,4603,3K-6K,13,0,Travel_Rarely,4,No,8,5,1,0-1 yr,1,1,1,Promoted <=1yr,3,2,4,3,1,3,3,No,0.5622,High
1359,28,Male,Single,Sales,Sales Representative,Marketing,4,3,7433,6K-10K,11,2,Travel_Rarely,2,Yes,6,2,3,2-3 yr,1,2,3,Not Recently Promoted,2,4,1,4,3,2,3,No,0.6027,High
1360,49,Female,Married,Research & Development,Research Director,Technical Degree,2,5,13916,10K-15K,16,0,Travel_Rarely,5,No,27,2,2,2-3 yr,1,1,2,Promoted <=1yr,2,1,4,3,4,1,3,No,0.3012,Moderate
1361,51,Female,Married,Research & Development,Healthcare Representative,Other,4,5,14455,10K-15K,12,0,Travel_Rarely,1,No,31,4,2,2-3 yr,0,0,2,Promoted <=1yr,2,2,3,3,3,4,3,No,0.123,Low
1362,41,Male,Divorced,Sales,Sales Representative,Marketing,4,4,14971,10K-15K,21,2,Travel_Rarely,6,No,15,1,0,0-1 yr,0,0,0,Promoted <=1yr,4,4,3,4,3,3,3,No,0.229,Low
1363,23,Female,Divorced,Research & Development,Manager,Life Sciences,2,1,2714,<3K (Low),15,0,Travel_Rarely,1,No,3,5,2,2-3 yr,2,0,1,Promoted <=1yr,3,3,4,4,2,4,3,No,0.5051,High
1364,45,Female,Married,Sales,Manager,Life Sciences,3,4,11839,10K-15K,11,0,Travel_Rarely,2,No,23,0,9,7-10 yr,3,0,3,Promoted <=1yr,6,4,1,3,2,3,3,No,0.1293,Low
1365,47,Female,Married,Research & Development,Laboratory Technician,Other,4,5,16025,15K+ (High),12,0,Travel_Rarely,1,No,26,6,9,7-10 yr,0,1,1,Promoted <=1yr,1,4,1,1,3,2,3,No,0.1288,Low
1366,45,Male,Married,Human Resources,Manager,Other,5,4,12340,10K-15K,17,0,Travel_Rarely,3,No,18,0,8,7-10 yr,4,2,0,Not Recently Promoted,0,4,2,4,3,3,3,No,0.1276,Low
1367,24,Female,Married,Human Resources,Human Resources,Other,2,1,3308,3K-6K,16,1,Travel_Rarely,10,No,3,1,0,0-1 yr,0,0,0,Promoted <=1yr,2,2,4,3,3,2,3,No,0.6427,High
1368,34,Female,Married,Sales,Manager,Life Sciences,3,3,8041,6K-10K,11,2,Travel_Rarely,6,No,13,5,2,2-3 yr,0,2,1,Not Recently Promoted,5,3,1,4,3,2,4,No,0.4147,Moderate
1369,34,Female,Married,Research & Development,Manufacturing Director,Medical,3,3,5810,3K-6K,16,0,Travel_Rarely,1,No,14,1,5,4-6 yr,5,4,3,Not Recently Promoted,0,4,3,2,3,3,4,No,0.2416,Low
1370,42,Female,Single,Research & Development,Manufacturing Director,Life Sciences,2,4,11873,10K-15K,24,1,Travel_Rarely,9,No,21,4,3,2-3 yr,1,3,1,Not Recently Promoted,4,1,3,4,3,3,3,No,0.6461,High
1371,39,Female,Divorced,Research & Development,Manufacturing Director,Medical,3,3,5576,3K-6K,13,0,Travel_Rarely,22,No,15,2,2,2-3 yr,1,2,2,Not Recently Promoted,1,2,2,4,3,2,3,Yes,0.6818,High
1372,29,Female,Divorced,Human Resources,Manager,Human Resources,4,2,4955,3K-6K,14,1,Travel_Rarely,14,No,4,5,4,4-6 yr,0,0,0,Promoted <=1yr,2,1,4,1,4,3,3,Yes,0.7366,High
1373,42,Male,Single,Research & Development,Research Scientist,Other,3,4,9329,6K-10K,11,1,Travel_Rarely,3,No,20,5,1,0-1 yr,1,0,0,Promoted <=1yr,3,4,3,4,2,4,3,No,0.2764,Moderate
1374,32,Male,Single,Research & Development,Laboratory Technician,Medical,4,2,5210,3K-6K,18,2,Travel_Rarely,7,No,9,4,6,4-6 yr,0,3,0,Not Recently Promoted,3,1,4,2,3,3,3,No,0.6133,High
1375,27,Female,Divorced,Research & Development,Research Director,Medical,2,1,2851,<3K (Low),11,0,Travel_Rarely,12,Yes,5,5,2,2-3 yr,0,2,2,Not Recently Promoted,6,1,3,2,3,4,3,No,0.8496,Critical
1376,45,Male,Married,Research & Development,Research Director,Technical Degree,3,4,9076,6K-10K,20,1,Non-Travel,6,No,21,9,1,0-1 yr,1,1,1,Promoted <=1yr,1,3,2,3,3,2,3,No,0.4982,Moderate
1377,28,Male,Married,Research & Development,Healthcare Representative,Medical,1,2,5066,3K-6K,11,0,Travel_Rarely,1,No,8,2,0,0-1 yr,0,0,0,Promoted <=1yr,4,3,4,3,3,3,3,No,0.3697,Moderate
1378,31,Female,Married,Research & Development,Laboratory Technician,Life Sciences,3,2,5854,3K-6K,13,0,Travel_Rarely,20,No,8,3,3,2-3 yr,3,1,2,Promoted <=1yr,3,4,1,3,2,2,4,No,0.2748,Moderate
1379,35,Male,Divorced,Sales,Manager,Life Sciences,4,4,13487,10K-15K,12,0,Travel_Rarely,1,Yes,13,1,7,7-10 yr,0,0,1,Promoted <=1yr,4,2,3,2,3,2,4,No,0.5545,High
1380,46,Male,Divorced,Research & Development,Research Director,Technical Degree,3,5,20000,15K+ (High),11,0,Travel_Frequently,2,No,26,1,2,2-3 yr,0,1,2,Promoted <=1yr,1,4,4,4,3,3,3,No,0.1005,Low
1381,23,Male,Married,Research & Development,Manufacturing Director,Medical,4,2,6100,6K-10K,17,1,Travel_Rarely,15,Yes,3,4,2,2-3 yr,2,1,1,Promoted <=1yr,1,2,3,3,3,3,3,No,0.7462,High
1382,37,Male,Single,Research & Development,Research Scientist,Medical,4,3,7208,6K-10K,18,2,Travel_Rarely,5,Yes,16,3,9,7-10 yr,0,5,1,Not Recently Promoted,4,4,2,4,1,3,3,No,0.5495,High
1383,31,Female,Married,Research & Development,Manufacturing Director,Medical,3,2,2790,<3K (Low),14,1,Non-Travel,6,No,11,1,0,0-1 yr,0,0,0,Promoted <=1yr,1,1,1,3,3,2,3,No,0.7117,High
1384,24,Male,Single,Research & Development,Research Scientist,Life Sciences,3,1,2058,<3K (Low),13,1,Travel_Rarely,3,No,3,5,1,0-1 yr,0,1,0,Promoted <=1yr,1,3,3,3,3,3,3,No,0.5773,High
1385,35,Male,Single,Research & Development,Manufacturing Director,Life Sciences,4,4,10014,10K-15K,13,0,Travel_Rarely,4,Yes,13,0,1,0-1 yr,1,1,1,Promoted <=1yr,5,3,4,2,3,3,3,Yes,0.6597,High
1386,39,Male,Single,Sales,Sales Representative,Marketing,1,4,10396,10K-15K,12,1,Travel_Rarely,4,No,18,3,4,4-6 yr,2,0,3,Promoted <=1yr,2,1,1,2,3,3,3,No,0.459,Moderate
1387,37,Male,Married,Research & Development,Healthcare Representative,Other,3,3,9201,6K-10K,15,0,Non-Travel,7,Yes,16,1,4,4-6 yr,4,0,0,Promoted <=1yr,2,1,3,2,2,3,4,Yes,0.5771,High
1388,31,Female,Married,Research & Development,Laboratory Technician,Technical Degree,3,2,4107,3K-6K,15,1,Travel_Rarely,24,Yes,8,8,8,7-10 yr,0,1,1,Promoted <=1yr,5,4,2,4,2,1,3,No,0.7221,High
1389,24,Male,Married,Research & Development,Laboratory Technician,Other,2,1,3278,3K-6K,11,0,Travel_Rarely,7,No,4,2,0,0-1 yr,0,0,0,Promoted <=1yr,5,3,1,4,3,3,4,No,0.4681,Moderate
1390,38,Male,Married,Research & Development,Healthcare Representative,Life Sciences,3,3,5623,3K-6K,16,2,Non-Travel,10,No,16,0,3,2-3 yr,0,0,3,Promoted <=1yr,0,2,3,3,2,4,3,No,0.2269,Low
1391,34,Male,Married,Research & Development,Manufacturing Director,Other,3,3,4958,3K-6K,12,1,Travel_Rarely,29,Yes,13,2,6,4-6 yr,4,1,2,Promoted <=1yr,4,3,3,3,3,3,3,No,0.7069,High
1392,26,Male,Divorced,Sales,Sales Executive,Other,2,1,3637,3K-6K,14,0,Travel_Rarely,12,No,0,1,0,0-1 yr,0,0,0,Promoted <=1yr,3,3,1,4,2,4,3,Yes,0.5504,High
1393,34,Male,Married,Research & Development,Manufacturing Director,Technical Degree,3,3,5786,3K-6K,11,1,Travel_Frequently,25,No,12,5,12,10+ yr,2,1,0,Promoted <=1yr,2,4,3,4,3,1,3,No,0.5664,High
1394,30,Male,Divorced,Sales,Manager,Other,4,2,4297,3K-6K,15,0,Travel_Rarely,10,No,4,0,4,4-6 yr,4,3,2,Not Recently Promoted,2,2,3,2,3,3,3,No,0.4865,Moderate
1395,47,Male,Single,Research & Development,Healthcare Representative,Medical,1,4,10602,10K-15K,19,0,Travel_Rarely,9,No,22,1,9,7-10 yr,3,0,1,Promoted <=1yr,4,4,2,4,3,3,3,No,0.2675,Moderate
1396,32,Male,Divorced,Research & Development,Manufacturing Director,Medical,5,2,4457,3K-6K,12,0,Travel_Rarely,3,No,10,3,3,2-3 yr,2,0,3,Promoted <=1yr,1,4,4,4,3,2,3,No,0.3183,Moderate
1397,32,Male,Married,Research & Development,Research Director,Technical Degree,3,2,4425,3K-6K,12,0,Travel_Rarely,1,No,8,1,4,4-6 yr,0,0,0,Promoted <=1yr,1,1,2,3,3,3,3,Yes,0.4517,Moderate
1398,44,Female,Divorced,Research & Development,Manufacturing Director,Technical Degree,3,4,15398,15K+ (High),14,1,Travel_Rarely,29,No,22,4,3,2-3 yr,0,3,1,Not Recently Promoted,3,1,3,1,3,3,3,No,0.6085,High
1399,43,Male,Married,Sales,Manager,Marketing,2,4,9998,6K-10K,17,0,Travel_Rarely,4,No,21,4,2,2-3 yr,0,0,1,Promoted <=1yr,2,2,4,2,2,4,3,No,0.2274,Low
1400,41,Male,Single,Sales,Manager,Life Sciences,2,3,5965,3K-6K,14,3,Non-Travel,2,No,17,2,1,0-1 yr,0,1,0,Promoted <=1yr,4,3,3,1,3,2,4,No,0.5483,High
1401,38,Male,Single,Sales,Sales Representative,Life Sciences,4,4,6617,6K-10K,14,0,Travel_Rarely,7,No,16,2,6,4-6 yr,6,2,1,Not Recently Promoted,5,1,4,3,3,4,3,Yes,0.4735,Moderate
1402,41,Male,Single,Research & Development,Laboratory Technician,Life Sciences,2,4,12021,10K-15K,14,0,Travel_Rarely,13,Yes,18,3,4,4-6 yr,3,0,3,Promoted <=1yr,3,2,4,1,2,3,3,Yes,0.5067,High
1403,50,Male,Married,Sales,Sales Representative,Marketing,4,5,19917,15K+ (High),16,2,Travel_Rarely,1,No,29,1,1,0-1 yr,0,1,1,Promoted <=1yr,2,3,2,4,4,3,3,No,0.1347,Low
1404,59,Male,Married,Sales,Manager,Life Sciences,2,5,20000,15K+ (High),11,0,Travel_Rarely,8,No,38,4,0,0-1 yr,0,0,0,Promoted <=1yr,2,4,1,1,1,2,3,No,0.1397,Low
1405,37,Female,Married,Research & Development,Research Director,Life Sciences,2,3,6477,6K-10K,15,0,Travel_Frequently,2,No,14,1,0,0-1 yr,0,0,0,Promoted <=1yr,2,1,2,3,2,1,3,No,0.6316,High
1406,33,Male,Single,Sales,Sales Executive,Marketing,3,3,8309,6K-10K,13,0,Non-Travel,1,No,12,3,2,2-3 yr,0,0,0,Promoted <=1yr,2,4,1,2,2,2,3,No,0.514,High
1407,34,Female,Single,Research & Development,Laboratory Technician,Medical,3,3,5291,3K-6K,16,2,Travel_Rarely,17,No,12,2,2,2-3 yr,0,1,2,Promoted <=1yr,4,2,4,2,3,3,3,No,0.4856,Moderate
1408,39,Male,Single,Sales,Manager,Other,1,3,9479,6K-10K,21,0,Travel_Rarely,4,No,16,3,5,4-6 yr,0,1,1,Promoted <=1yr,4,4,4,2,4,3,3,No,0.3366,Moderate
1409,44,Male,Married,Research & Development,Healthcare Representative,Medical,5,4,9277,6K-10K,13,0,Non-Travel,1,Yes,21,5,6,4-6 yr,0,0,6,Promoted <=1yr,1,3,4,4,4,2,3,No,0.3787,Moderate
1410,39,Female,Married,Human Resources,Manager,Human Resources,4,4,13970,10K-15K,11,1,Travel_Frequently,4,No,17,4,2,2-3 yr,2,2,1,Not Recently Promoted,3,4,4,3,1,3,3,Yes,0.1867,Low
